Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"La Noria",141068,,"Pedido generado",,0,,"2023-09-05 06:18:30",,,,,,
"La Noria",141068,,"Pedido generado",N003162,0,,"2023-09-05 06:18:31","2023-09-05 06:28:08",17868,,,,
"San Pablo",425845,A425845,Entregado,,1,,"2023-09-05 06:21:12",,,,,,
"San Pablo",123648,,Fabricado,5606,0,1127,"2023-09-05 06:21:21","2023-09-20 05:29:47",N17731,N17748,,,
"San Pablo",425838,,Entregado,,1,,"2023-09-05 06:26:32",,,,,,
"San Pablo",425828,,Entregado,,1,,"2023-09-05 06:26:47",,,,,,
"San Pablo",123644,425954,Entregado,,1,,"2023-09-05 06:29:57",,,,,,
"San Pablo",123645,425950,Entregado,,1,,"2023-09-05 06:30:06",,,,,,
"San Pablo",A425621,,Entregado,,1,,"2023-09-05 06:31:53",,,,,,
"La Noria",BB141102,BB141102,Entregado,,1,1123,"2023-09-05 06:40:15",,,,,,
"La Noria",141105,,"Pedido generado",N003164,0,,"2023-09-05 06:55:48","2023-09-05 07:17:59",17869,,,,
"La Noria",141106,,"Pedido generado",N003163,0,,"2023-09-05 06:59:41","2023-09-05 07:17:31",17870,,,,
"San Pablo",A425856,,"Recibido por embarques",,0,,"2023-09-05 07:04:28",,,,,,
"San Pablo",A425859,,Entregado,,1,,"2023-09-05 07:21:36",,,,,,
"San Pablo",A425819,,Entregado,,1,1942,"2023-09-05 07:26:33",,,,,,
"La Noria",59790,141448,Entregado,,1,,"2023-09-05 07:31:07",,,,,,
"San Pablo",A425865,,"Pedido generado",,0,,"2023-09-05 07:34:42",,,,,,
"San Pablo",A425868,,Entregado,,1,,"2023-09-05 07:44:17",,,,,,
"San Pablo",A425871,,Entregado,,1,,"2023-09-05 07:47:49",,,,,,
"San Pablo",425867,,Entregado,,1,,"2023-09-05 07:49:14",,,,,,
"San Pablo",425869,,Entregado,,1,,"2023-09-05 07:49:35",,,,,,
"San Pablo",425862,,Entregado,,1,,"2023-09-05 07:51:16",,,,,,
"San Pablo",123628,A426109,Entregado,,1,,"2023-09-05 07:55:03",,,,,,
"La Noria",BB141107,,Entregado,,1,,"2023-09-05 07:55:18",,,,,,
"San Pablo",A425875,,Entregado,5550,0,1136,"2023-09-05 07:59:11","2023-09-12 04:28:39",N17676,,,,
"San Pablo",425874,,Entregado,,0,,"2023-09-05 07:59:31",,,,,,
"San Pablo",425870,,Entregado,,0,,"2023-09-05 08:00:04",,,,,,
"San Pablo",425872,,Entregado,,0,,"2023-09-05 08:00:22",,,,,,
"La Noria",BB141111,BB141111,Entregado,,1,,"2023-09-05 08:10:04",,,,,,
"San Pablo",A425880,,Entregado,,1,,"2023-09-05 08:16:47",,,,,,
"San Pablo",425881,,"Pedido generado",,0,,"2023-09-05 08:24:48",,,,,,
"San Pablo",425883,,Entregado,,1,,"2023-09-05 08:28:36",,,,,,
"San Pablo",425882,A425882,Entregado,,1,,"2023-09-05 08:28:50",,,,,,
"San Pablo",425884,A425884,Entregado,,1,,"2023-09-05 08:29:06",,,,,,
"San Pablo",425885,A425885,Entregado,,1,,"2023-09-05 08:43:58",,,,,,
"San Pablo",123103,A426112,Entregado,,1,,"2023-09-05 08:57:15",,,,,,
"San Pablo",123105,A426111,Entregado,,1,,"2023-09-05 08:57:39",,,,,,
"San Pablo",A425889,,Entregado,,1,,"2023-09-05 09:07:54",,,,,,
"La Noria",BB141116,BB141116,Entregado,,1,,"2023-09-05 09:10:57",,,,,,
"San Pablo",A425873,A425873,Entregado,5503,0,,"2023-09-05 09:21:57","2023-09-06 04:17:04",N17638,N17628,,,
"La Noria",BB141118,BB141118,Entregado,,1,,"2023-09-05 09:24:19",,,,,,
"San Pablo",123666,,Fabricado,,0,1939,"2023-09-05 09:36:02",,,,,,
"San Pablo",123672,,Fabricado,,0,1940,"2023-09-05 09:36:53",,,,,,
"San Pablo",A425894,,Entregado,,1,,"2023-09-05 09:37:15",,,,,,
"San Pablo",A425893,A425893,Entregado,,1,1949,"2023-09-05 09:38:25",,,,,,
"La Noria",BB141121,,"Recibido por embarques",,0,,"2023-09-05 09:43:17",,,,,,
"San Pablo",A425892,A425892,"En ruta",,1,1943,"2023-09-05 09:48:00",,,,,,
"San Pablo",425896,,Entregado,5534,1,1944,"2023-09-05 09:55:09","2023-09-11 04:04:18",N17657,,,,
"La Noria",59815,,Fabricado,,0,1134,"2023-09-05 09:57:34",,,,,,
"La Noria",BB141123,,Entregado,,1,,"2023-09-05 09:58:06",,,,,,
"San Pablo",123735,A426402,Entregado,,1,,"2023-09-05 10:05:34",,,,,,
"La Noria",BB141125,BB141125,Entregado,,1,1135,"2023-09-05 10:05:59",,,,,,
"La Noria",BB141122,BB141122,Entregado,,1,,"2023-09-05 10:09:07",,,,,,
"San Pablo",123681,A425951,Entregado,,1,,"2023-09-05 10:22:37",,,,,,
"San Pablo",123687,A425953,Entregado,,1,,"2023-09-05 10:22:51",,,,,,
"San Pablo",123739,A426259,Entregado,,1,,"2023-09-05 10:32:07",,,,,,
"San Pablo",123741,A426260,Entregado,,1,,"2023-09-05 10:32:26",,,,,,
"San Pablo",A425906,,Entregado,,1,,"2023-09-05 10:40:37",,,,,,
"La Noria",BB141129,,Entregado,,1,,"2023-09-05 10:42:10",,,,,,
"San Pablo",A425908,,"Recibido por embarques",5529,0,,"2023-09-05 10:46:07","2023-09-09 03:07:09",N17655,,,,
"San Pablo",425907,A425907,Entregado,5519,0,,"2023-09-05 10:46:44","2023-09-08 03:13:59",N17648,,,,
"San Pablo",123716,A426076,Entregado,,1,,"2023-09-05 10:49:11",,,,,,
"San Pablo",123714,A426077,Entregado,,1,,"2023-09-05 10:50:52",,,,,,
"San Pablo","123123 EJEMPLO CARLOS VIGAS",427194,"En ruta",,1,,"2023-09-05 10:57:20",,,,,,
"La Noria",BB141135,BB141135,Entregado,,1,,"2023-09-05 10:59:59",,,,,,
"San Pablo",A425915,,Entregado,,1,,"2023-09-05 11:03:20",,,,,,
"La Noria",BB141137,,"Recibido por embarques",,0,,"2023-09-05 11:06:01",,,,,,
"San Pablo",425916,A425916,Entregado,5527,0,,"2023-09-05 11:06:09","2023-09-09 02:52:49",N17651,,,,
"La Noria",BB141138,,"Recibido por embarques",,0,,"2023-09-05 11:06:15",,,,,,
"La Noria",BB141136,,Entregado,,1,,"2023-09-05 11:06:33",,,,,,
"La Noria",BB141136,,"Pedido generado",,0,,"2023-09-05 11:06:33",,,,,,
"La Noria",BB141134,,Entregado,,1,,"2023-09-05 11:06:48",,,,,,
"La Noria",BB141131,,Entregado,,1,,"2023-09-05 11:07:01",,,,,,
"La Noria",BB141130,,Entregado,,1,,"2023-09-05 11:07:17",,,,,,
"La Noria",59829,,"Recibido por embarques",,0,,"2023-09-05 11:09:12",,,,,,
"San Pablo",425919,A425919,Entregado,,1,,"2023-09-05 11:09:36",,,,,,
"La Noria",BB141114,,Entregado,,1,,"2023-09-05 11:18:39",,,,,,
"San Pablo",A425926,,Entregado,,1,,"2023-09-05 11:26:09",,,,,,
"La Noria",BB141139,,"Recibido por embarques",N003176,0,,"2023-09-05 11:29:22","2023-09-07 05:34:42",N3563,,,,
"La Noria",141140,,Entregado,,1,,"2023-09-05 11:33:21",,,,,,
"San Pablo",425931,A425931,Entregado,,1,,"2023-09-05 11:34:02",,,,,,
"San Pablo",425928,,Entregado,,1,,"2023-09-05 11:34:25",,,,,,
"San Pablo",425933,,Fabricado,,0,1945,"2023-09-05 11:48:25",,,,,,
"San Pablo",123776,A426372,Entregado,,1,,"2023-09-05 11:48:49",,,,,,
"San Pablo",A425934,,Entregado,,1,,"2023-09-05 11:48:59",,,,,,
"San Pablo",A425936,,Entregado,,1,,"2023-09-05 12:03:21",,,,,,
"San Pablo",A425935,,Fabricado,,0,1950,"2023-09-05 12:08:14",,,,,,
"La Noria",BB141143,BB141143,Entregado,,1,,"2023-09-06 02:30:34",,,,,,
"San Pablo",A425940,,"Pedido generado",5502,0,,"2023-09-06 02:40:39","2023-09-06 02:59:32",N17627,,,,
"La Noria",BB141145,,Entregado,,1,,"2023-09-06 02:43:50",,,,,,
"San Pablo",425938,,Entregado,,1,,"2023-09-06 02:44:30",,,,,,
"San Pablo",425942,A425942,Entregado,5530,0,1145,"2023-09-06 02:51:01","2023-09-09 03:20:13",N17650,,,,
"San Pablo",123789,A427126,Entregado,5581,0,1138,"2023-09-06 02:53:37","2023-09-15 06:38:16",N17706,,,,
"San Pablo",123790,A427127,Entregado,5581,2,1137,"2023-09-06 02:53:47","2023-09-15 06:38:50",N17708,,,,
"San Pablo",425941,,Entregado,5522,0,,"2023-09-06 02:55:23","2023-09-08 04:10:58",N17525,N17625,,,
"San Pablo",123796,A426236,Entregado,,1,,"2023-09-06 02:56:06",,,,,,
"San Pablo",123793,A426301,"Recibido por embarques",5529,0,,"2023-09-06 02:58:34","2023-09-09 03:06:19",,,,,
"San Pablo",123797,,"Pedido generado",,0,,"2023-09-06 02:58:58",,,,,,
"San Pablo",425944,A425944,Entregado,,1,1951,"2023-09-06 02:59:42",,,,,,
"La Noria",BB141148,,Entregado,,1,,"2023-09-06 03:12:37",,,,,,
"La Noria",BB141151,,Entregado,,1,,"2023-09-06 03:12:52",,,,,,
"La Noria",BB141150,,Entregado,,1,,"2023-09-06 03:13:08",,,,,,
"San Pablo",425949,,Entregado,,1,,"2023-09-06 03:27:34",,SP1979,SP2012,,,
"San Pablo",425959,A425959,Entregado,,1,,"2023-09-06 03:49:59",,,,,,
"La Noria",BB141157,,Entregado,,1,,"2023-09-06 04:14:25",,,,,,
"La Noria",BB141159,,Entregado,,1,1139,"2023-09-06 04:14:45",,,,,,
"La Noria",BB141162,,Entregado,,1,,"2023-09-06 04:15:09",,,,,,
"San Pablo",A425961,,"Pedido generado",5504,0,,"2023-09-06 04:20:16","2023-09-06 04:40:09",N17629,,,,
"San Pablo",425972,A425972,Entregado,,1,,"2023-09-06 04:23:22",,,,,,
"La Noria",BB141167,,Entregado,,1,,"2023-09-06 04:27:15",,,,,,
"San Pablo",425973,A425973,Entregado,,1,,"2023-09-06 04:29:34",,,,,,
"San Pablo",17872,,"En ruta",,1,,"2023-09-06 04:33:43",,,,,,
"La Noria",BB141163,,Entregado,,1,,"2023-09-06 04:53:53",,,,,,
"La Noria",BB141173,BB141173,Entregado,,1,,"2023-09-06 05:04:08",,,,,,
"La Noria",BB141174,,Entregado,,1,,"2023-09-06 05:05:22",,,,,,
"San Pablo",123665,A426241,Entregado,,1,,"2023-09-06 05:07:29",,,,,,
"La Noria",BB141175,BB141175,Entregado,,1,,"2023-09-06 05:21:10",,,,,,
"San Pablo",A425986,A425986,"Recibido por embarques",,0,,"2023-09-06 05:33:45",,SP1978,,,,
"San Pablo",A425987,A425987,Entregado,,0,,"2023-09-06 05:34:00",,,,,,
"San Pablo",123855,A426443,Fabricado,,0,1952,"2023-09-06 05:40:46",,,,,,
"La Noria",BB141179,,Entregado,N003170,0,,"2023-09-06 05:44:34","2023-09-07 02:40:38",N3565,17884,N3570,,
"San Pablo",123858,,Fabricado,5629,0,1143,"2023-09-06 05:57:15","2023-09-22 07:32:02",N17748,,,,
"San Pablo",120165,A426244,Entregado,,1,,"2023-09-06 05:57:39",,,,,,
"San Pablo",123868,,Fabricado,5629,0,1142,"2023-09-06 05:57:50","2023-09-22 07:32:41",N17748,,,,
"La Noria",BB141181,,Entregado,N003187,0,1140,"2023-09-06 05:58:33","2023-09-12 02:41:53",N3581,N3584,N3584,,
"La Noria",BB141182,,Entregado,,1,1141,"2023-09-06 05:59:02",,,,,,
"San Pablo",A425992,,Entregado,,1,,"2023-09-06 06:03:29",,,,,,
"La Noria",BB141184,BB141184,Entregado,,1,,"2023-09-06 06:18:28",,,,,,
"San Pablo",123851,A426262,Entregado,,1,,"2023-09-06 06:32:04",,,,,,
"San Pablo",123871,A426250,Entregado,,1,,"2023-09-06 06:34:57",,,,,,
"San Pablo",123869,A426248,Entregado,,1,,"2023-09-06 06:35:15",,,,,,
"San Pablo",123430,A426246,Entregado,,1,,"2023-09-06 06:35:31",,,,,,
"San Pablo",A425997,,"Pedido generado",5508,0,,"2023-09-06 06:36:40","2023-09-06 08:15:20",N17634,,,,
"San Pablo",425989,,Fabricado,,0,1966,"2023-09-06 06:45:12",,,,,,
"La Noria",BB141109,,Entregado,,1,,"2023-09-06 06:48:33",,,,,,
"La Noria",BB141110,,Entregado,,1,,"2023-09-06 06:48:54",,,,,,
"San Pablo",425994,,Entregado,,0,,"2023-09-06 06:53:18",,,,,,
"La Noria",BB141189,BB141189,Entregado,,1,,"2023-09-06 06:57:24",,,,,,
"San Pablo",425999,A425999,Entregado,,1,,"2023-09-06 06:59:47",,,,,,
"San Pablo",A426003,,Entregado,,1,,"2023-09-06 07:11:30",,,,,,
"San Pablo",123907,,Fabricado,,0,1146,"2023-09-06 07:13:34",,,,,,
"La Noria",BB141193,,Entregado,,1,,"2023-09-06 07:34:38",,,,,,
"San Pablo",A426007,,"Pedido generado",,0,,"2023-09-06 07:36:29",,,,,,
"La Noria",BB141194,,Entregado,,1,,"2023-09-06 07:40:08",,,,,,
"San Pablo",A426011,,Fabricado,,0,1961,"2023-09-06 07:41:23",,,,,,
"San Pablo",17874,,"En ruta",,1,,"2023-09-06 07:45:09",,,,,,
"San Pablo",A426013,,Entregado,,1,1962,"2023-09-06 07:45:39",,,,,,
"San Pablo",17875,,"En ruta",,1,,"2023-09-06 07:45:52",,,,,,
"San Pablo",426015,,Fabricado,,0,1991,"2023-09-06 07:53:32",,SP1983,SP1984,,,
"San Pablo",426017,,Entregado,,0,,"2023-09-06 07:57:48",,,,,,
"La Noria",BB141197,,"Pedido generado",N003168,0,,"2023-09-06 07:57:52","2023-09-06 08:08:37",17880,,,,
"San Pablo",426018,,Entregado,,1,1963,"2023-09-06 08:05:52",,,,,,
"La Noria",BB141199,,"Pedido generado",,0,,"2023-09-06 08:14:20",,,,,,
"San Pablo",123940,426329,"Pedido generado",,0,,"2023-09-06 08:39:09",,,,,,
"San Pablo",A426027,,Entregado,,1,,"2023-09-06 08:43:32",,,,,,
"San Pablo",426028,,Entregado,,0,,"2023-09-06 08:50:09",,,,,,
"San Pablo",426026,,Entregado,,0,,"2023-09-06 08:51:33",,,,,,
"La Noria",BB141204,,Devolución,,0,,"2023-09-06 08:52:35",,,,,,
"San Pablo",426029,,Entregado,,0,,"2023-09-06 08:53:11",,,,,,
"La Noria",BB141203,BB141203,"Pedido generado",,0,,"2023-09-06 08:54:50",,,,,,
"San Pablo",A426031,,"Recibido por embarques",,0,,"2023-09-06 08:54:58",,,,,,
"San Pablo",426014,,Entregado,,0,,"2023-09-06 09:03:06",,,,,,
"La Noria",BB141203,BB141203,Entregado,,1,,"2023-09-06 09:16:07",,,,,,
"La Noria",BB141205,BB141205,Entregado,,1,,"2023-09-06 09:16:25",,,,,,
"La Noria",BB141207,,Fabricado,,0,1148,"2023-09-06 09:19:51",,,,,,
"La Noria",BB141192,,"Recibido por embarques",,0,1147,"2023-09-06 09:20:08",,,,,,
"La Noria",BB141208,,"Recibido por embarques",,0,,"2023-09-06 09:30:43",,,,,,
"San Pablo",A426036,,Entregado,,1,,"2023-09-06 09:35:48",,,,,,
"San Pablo",426039,,Entregado,,1,,"2023-09-06 09:40:10",,,,,,
"San Pablo",A426038,,Entregado,,0,,"2023-09-06 09:41:50",,,,,,
"La Noria",BB141211,,Entregado,,1,,"2023-09-06 09:47:40",,,,,,
"San Pablo",A426042,A426042,"Pedido generado",,0,,"2023-09-06 09:51:03",,,,,,
"San Pablo",123764,A426254,Entregado,,1,,"2023-09-06 10:00:58",,,,,,
"La Noria",BB141212,,Entregado,,1,,"2023-09-06 10:01:07",,,,,,
"La Noria",BB141213,,"Recibido por embarques",N003171,0,,"2023-09-06 10:09:18","2023-09-07 03:26:23",17877,,,,
"San Pablo",426046,A426046,Entregado,,1,,"2023-09-06 10:27:21",,,,,,
"La Noria",BB141170,,Entregado,,1,,"2023-09-06 10:36:55",,,,,,
"San Pablo",426049,,Entregado,,1,,"2023-09-06 10:36:58",,,,,,
"San Pablo",A426050,,"Pedido generado",,0,,"2023-09-06 10:40:47",,,,,,
"San Pablo",A426050,,Entregado,,1,,"2023-09-06 10:43:15",,,,,,
"San Pablo",A426051,,Entregado,,1,,"2023-09-06 10:43:28",,,,,,
"La Noria",BB141217,,Devolución,N003170,1,,"2023-09-06 10:46:34","2023-09-07 02:41:01",N3567,17884,N3576,,
"San Pablo",A426054,,Entregado,,1,,"2023-09-06 10:47:58",,,,,,
"San Pablo",123993,A426339,Fabricado,,0,1969,"2023-09-06 10:48:22",,,,,,
"La Noria",BB141219,,Entregado,,1,,"2023-09-06 10:52:21",,,,,,
"San Pablo",A426055,,Entregado,,1,1967,"2023-09-06 11:02:21",,,,,,
"La Noria",59949,,"Recibido por embarques",,0,,"2023-09-06 11:02:47",,N17643,,,,
"La Noria",BB141220,,Entregado,,1,,"2023-09-06 11:03:20",,,,,,
"La Noria",BB141221,,Entregado,,1,,"2023-09-06 11:03:39",,,,,,
"La Noria",BB141210,,Entregado,,1,,"2023-09-06 11:04:30",,,,,,
"La Noria",BB141172,,Entregado,,1,,"2023-09-06 11:05:02",,,,,,
"San Pablo",A426056,,"Pedido generado",,0,,"2023-09-06 11:08:28",,,,,,
"San Pablo",A426022,,Fabricado,,0,1964,"2023-09-06 11:09:02",,,,,,
"San Pablo",123994,A426074,Entregado,,0,,"2023-09-06 11:11:44",,,,,,
"San Pablo",123842,A426075,Entregado,,1,,"2023-09-06 11:11:55",,,,,,
"San Pablo",426057,,"Pedido generado",,0,,"2023-09-06 11:12:09",,,,,,
"La Noria",BB141222,BB141222,Entregado,,1,1156,"2023-09-06 11:17:11",,,,,,
"La Noria",141215,,Entregado,N003170,1,,"2023-09-06 11:23:31","2023-09-07 02:40:13",,,,,
"La Noria",BB141223,,Entregado,,1,,"2023-09-06 11:24:26",,,,,,
"San Pablo",426022,,"Pedido generado",,0,,"2023-09-06 11:24:27",,,,,,
"San Pablo",A426058,,"Pedido generado",,0,,"2023-09-06 11:28:03",,,,,,
"San Pablo",426059,,"Recibido por embarques",,0,,"2023-09-06 11:30:05",,,,,,
"San Pablo",426061,,Entregado,,1,,"2023-09-06 11:32:14",,,,,,
"La Noria",141168,,Entregado,,0,1149,"2023-09-06 11:34:07",,N3585,,,,
"San Pablo",426063,,"En ruta",,1,,"2023-09-06 11:34:49",,SP1982,,,,
"San Pablo",426060,A426060,Entregado,,1,1968,"2023-09-06 11:37:10",,,,,,
"La Noria",BB141224,,Entregado,,1,,"2023-09-06 11:39:31",,,,,,
"San Pablo",A426064,,Entregado,,1,,"2023-09-06 11:39:50",,,,,,
"La Noria",BB141225,,"Pedido generado",,0,,"2023-09-06 11:45:47",,,,,,
"San Pablo",123970,,Fabricado,,0,1152,"2023-09-06 11:53:16",,,,,,
"San Pablo",124014,A426257,Entregado,,1,,"2023-09-06 11:53:48",,,,,,
"San Pablo",124016,A426258,Entregado,,1,,"2023-09-06 11:54:51",,,,,,
"La Noria",BB141226,,Entregado,,1,,"2023-09-06 11:55:42",,,,,,
"San Pablo",A426053,A426053,Entregado,5530,2,,"2023-09-06 12:06:25","2023-09-09 03:18:46",N17650,,,,
"San Pablo",A426001,,Entregado,,1,,"2023-09-06 12:07:20",,,,,,
"San Pablo",123996,426454,Entregado,,1,,"2023-09-06 12:11:44",,,,,,
"La Noria",N59763,BB141310,"En ruta",,1,,"2023-09-07 02:12:34",,,,,,
"La Noria",N59953,BB141297,Entregado,,1,,"2023-09-07 02:31:24",,,,,,
"La Noria",N59954,BB141298,Entregado,,1,,"2023-09-07 02:31:48",,,,,,
"San Pablo",A426070,,"Pedido generado",5512,0,,"2023-09-07 02:36:38","2023-09-07 03:30:00",N17635,,,,
"San Pablo",426068,,"Pedido generado",5510,0,,"2023-09-07 02:42:33","2023-09-07 02:57:35",N17632,,,,
"La Noria",BB141227,,"Pedido generado",,0,,"2023-09-07 02:46:18",,,,,,
"La Noria",141228,,Fabricado,,0,1151,"2023-09-07 02:49:34",,,,,,
"La Noria",BB141229,,Entregado,,1,,"2023-09-07 02:53:12",,,,,,
"San Pablo",426073,A426073,Fabricado,,0,1978,"2023-09-07 03:00:35",,,,,,
"San Pablo",124021,A426844,Entregado,,1,1970,"2023-09-07 03:26:48",,,,,,
"La Noria",BB141231,,Entregado,N003173,1,,"2023-09-07 03:27:31","2023-09-07 04:12:37","Orden de compra",17878,,,
"San Pablo",A426083,A426083,Entregado,,0,,"2023-09-07 03:33:17",,SP1986,SP2029,,,
"San Pablo",A426082,A426082,Entregado,,1,,"2023-09-07 03:33:32",,,,,,
"San Pablo",426084,,Cancelado,,0,,"2023-09-07 03:34:11",,,,,,
"San Pablo",426085,,Entregado,,1,,"2023-09-07 03:36:02",,,,,,
"San Pablo",426088,,"Pedido generado",5513,0,,"2023-09-07 03:40:16","2023-09-07 03:52:32",N17636,,,,
"La Noria",141237,,"Pedido generado",N003174,0,,"2023-09-07 03:45:04","2023-09-07 04:13:36",17879,,,,
"San Pablo",A426087,A426087,Entregado,,1,,"2023-09-07 03:46:00",,,,,,
"La Noria",141235,,"Pedido generado",N003174,0,,"2023-09-07 03:46:01","2023-09-07 04:13:58",17879,,,,
"San Pablo",A426090,A426090,Entregado,,1,,"2023-09-07 03:46:42",,,,,,
"San Pablo",124044,,Fabricado,,0,1154,"2023-09-07 03:48:50",,,,,,
"San Pablo",A426092,A426092,Entregado,,1,,"2023-09-07 03:50:39",,,,,,
"San Pablo",124012,,Fabricado,,0,1153,"2023-09-07 03:50:54",,,,,,
"San Pablo",124041,,Fabricado,,0,1971,"2023-09-07 03:52:25",,,,,,
"La Noria",BB141238,BB141238,Entregado,,1,,"2023-09-07 03:52:57",,,,,,
"La Noria",BB141239,BB141239,Entregado,,1,,"2023-09-07 03:53:15",,,,,,
"La Noria",BB141232,BB141232,Entregado,,1,,"2023-09-07 03:53:58",,,,,,
"La Noria",BB141241,,Entregado,,1,1150,"2023-09-07 04:01:55",,,,,,
"San Pablo",426094,,Entregado,,1,,"2023-09-07 04:02:20",,,,,,
"La Noria",BB141244,BB141244,"En ruta",N003176,1,,"2023-09-07 04:17:55","2023-09-07 05:34:16",17885,,,,
"La Noria",BB141246,,Entregado,,1,,"2023-09-07 04:22:43",,,,,,
"La Noria",BB141254,BB141254,"En ruta",,1,,"2023-09-07 05:04:01",,,,,,
"La Noria",BB141250,BB141250,"En ruta",,1,,"2023-09-07 05:04:27",,,,,,
"San Pablo",426102,,Fabricado,,0,1974,"2023-09-07 05:05:43",,,,,,
"San Pablo",426105,,"Recibido por embarques",,0,,"2023-09-07 05:06:39",,,,,,
"San Pablo",426115,,Entregado,,1,,"2023-09-07 05:13:31",,,,,,
"La Noria",141255,,Entregado,,1,,"2023-09-07 05:18:00",,"Tickets de báscula",,,,
"La Noria",141256,,Entregado,,1,,"2023-09-07 05:18:36",,"Tickets de báscula",,,,
"San Pablo",A426120,,Fabricado,,0,1975,"2023-09-07 05:24:19",,,,,,
"San Pablo",426117,A426117,Entregado,,1,,"2023-09-07 05:31:02",,,,,,
"La Noria",BB141257,,"En ruta",,1,,"2023-09-07 05:34:37",,,,,,
"La Noria",BB141258,,Entregado,,0,,"2023-09-07 05:36:38",,,,,,
"San Pablo",124113,A426243,Entregado,,1,,"2023-09-07 05:47:22",,,,,,
"San Pablo",426128,A426128,Entregado,,1,,"2023-09-07 05:50:44",,,,,,
"La Noria",BB141261,BB141261,Entregado,,1,1155,"2023-09-07 06:03:10",,,,,,
"San Pablo",124115,A426635,Entregado,,1,,"2023-09-07 06:03:26",,,,,,
"San Pablo",426134,A426134,Entregado,,1,,"2023-09-07 06:30:30",,,,,,
"San Pablo",426142,,Entregado,,1,,"2023-09-07 06:42:21",,,,,,
"San Pablo",A426143,,Entregado,,1,1977,"2023-09-07 06:43:32",,,,,,
"San Pablo",A426148,A426148,"Recibido por embarques",,0,,"2023-09-07 07:03:04",,,,,,
"La Noria",BB141265,BB141269,"En ruta",,1,,"2023-09-07 07:10:56",,,,,,
"La Noria",BB141266,,"En ruta",,1,,"2023-09-07 07:18:45",,,,,,
"San Pablo",A426159,,"Pedido generado",,0,,"2023-09-07 07:29:14",,,,,,
"San Pablo",425756,,Entregado,,1,,"2023-09-07 07:30:28",,,,,,
"La Noria",BB141270,BB141270,Entregado,,1,,"2023-09-07 08:04:40",,,,,,
"San Pablo",124089,A426451,Entregado,,1,,"2023-09-07 08:06:37",,,,,,
"San Pablo",124090,A426453,Entregado,,1,,"2023-09-07 08:06:50",,,,,,
"La Noria",BB141271,,Entregado,,0,1160,"2023-09-07 08:10:17",,N3577,N3590,,,
"San Pablo",124152,A426461,"Pedido generado",,0,1976,"2023-09-07 08:14:28",,,,,,
"San Pablo",124153,,"Recibido por embarques",,0,,"2023-09-07 08:18:51",,,,,,
"San Pablo",124096,426242,Entregado,,1,,"2023-09-07 08:22:16",,,,,,
"San Pablo",426172,,Fabricado,,0,1979,"2023-09-07 08:32:01",,,,,,
"San Pablo",A426149,,"Pedido generado",5516,0,,"2023-09-07 08:40:19","2023-09-07 11:01:48",N17640,,,,
"San Pablo",A426175,,"Pedido generado",5516,0,,"2023-09-07 08:40:46","2023-09-07 11:01:15",N17640,,,,
"La Noria",BB141274,BB141274,Entregado,,1,,"2023-09-07 08:44:31",,,,,,
"San Pablo",124126,A426275,Entregado,,1,,"2023-09-07 09:02:31",,,,,,
"San Pablo",426182,,Entregado,,0,,"2023-09-07 09:22:01",,"Evidencia de entrega del material",,,,
"San Pablo",A426178,,"Recibido por embarques",,0,,"2023-09-07 09:22:14",,,,,,
"San Pablo",426179,,Entregado,,0,,"2023-09-07 09:22:32",,"Evidencia de entrega del material",,,,
"San Pablo",426185,A426185,Entregado,,1,,"2023-09-07 09:30:05",,,,,,
"San Pablo",426186,A426186,Entregado,,1,,"2023-09-07 09:30:25",,,,,,
"San Pablo",426184,A426184,Entregado,,1,,"2023-09-07 09:30:40",,,,,,
"La Noria",BB141275,,"Pedido generado",N003180,0,,"2023-09-07 09:32:24","2023-09-07 09:54:01",17882,,,,
"La Noria",141278,,Entregado,,1,,"2023-09-07 10:02:37",,,,,,
"La Noria",N60019,BB141619,Entregado,,1,1158,"2023-09-07 10:06:19",,,,,,
"La Noria",BB141279,,Entregado,,1,,"2023-09-07 10:11:01",,,,,,
"San Pablo",426192,A426192,Entregado,,1,,"2023-09-07 10:19:11",,,,,,
"San Pablo",426195,,Entregado,,1,,"2023-09-07 10:27:41",,,,,,
"La Noria",141283,,"En ruta",,1,,"2023-09-07 10:32:57",,,,,,
"San Pablo",A426197,,Entregado,5530,1,,"2023-09-07 10:35:25","2023-09-09 03:19:16",N17650,,,,
"La Noria",141284,,Entregado,,1,,"2023-09-07 10:37:28",,,,,,
"San Pablo",123311,A426697,Entregado,,1,,"2023-09-07 10:43:27",,,,,,
"San Pablo",124024,A426698,Entregado,,1,,"2023-09-07 10:43:48",,,,,,
"San Pablo",124027,A426699,Entregado,,1,,"2023-09-07 10:44:07",,,,,,
"La Noria",BB141267,,Entregado,,1,,"2023-09-07 10:45:14",,,,,,
"San Pablo",124203,A426261,Entregado,,1,,"2023-09-07 10:51:01",,,,,,
"La Noria",BB141286,,"En ruta",,1,,"2023-09-07 10:51:28",,,,,,
"La Noria",BB141287,,Entregado,,1,,"2023-09-07 10:55:42",,,,,,
"San Pablo",124198,,"Pedido generado",,0,,"2023-09-07 10:56:52",,,,,,
"San Pablo",426198,,"Pedido generado",5517,0,,"2023-09-07 10:59:56","2023-09-07 11:00:12",N17641,,,,
