Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"San Pablo",430238,,"En ruta",,1,,"2023-10-12 10:45:59",,,,,,
"La Noria",BB143244,,Entregado,,1,,"2023-10-12 10:51:47",,,,,,
"San Pablo",A430239,,"Recibido por embarques",,0,,"2023-10-12 10:53:36",,SP2085,,,,
"San Pablo",430240,,Entregado,,1,,"2023-10-12 10:54:17",,,,,,
"San Pablo",A430241,,Entregado,,1,,"2023-10-12 10:55:33",,,,,,
"San Pablo",A430242,,"Pedido generado",,0,,"2023-10-12 10:57:30",,,,,,
"La Noria",BB143246,,"En ruta",,1,,"2023-10-12 10:58:03",,,,,,
"San Pablo",A430176,,"Pedido generado",,0,,"2023-10-12 10:58:11",,,,,,
"San Pablo",A430243,,"Pedido generado",,0,,"2023-10-12 11:00:19",,,,,,
"La Noria",BB143247,,Entregado,,1,,"2023-10-12 11:02:07",,,,,,
"San Pablo",430245,,Devolución,,1,,"2023-10-12 11:03:15",,,,,,
"San Pablo",A430247,,"En ruta",,1,,"2023-10-12 11:03:37",,,,,,
"San Pablo",430246,,Entregado,,0,,"2023-10-12 11:06:04",,,,,,
"San Pablo",A430244,A430244,"Pedido generado",,0,,"2023-10-12 11:08:47",,,,,,
"San Pablo",A430248,A430248,Entregado,,1,,"2023-10-12 11:09:06",,,,,,
"La Noria",BB143248,BB143248,Entregado,,1,1400,"2023-10-12 11:09:57",,,,,,
"La Noria",BB143243,BB143243,Entregado,,1,,"2023-10-12 11:10:45",,,,,,
"La Noria",BB143249,,Entregado,,1,,"2023-10-12 11:12:15",,,,,,
"San Pablo",430249,,Entregado,,1,2370,"2023-10-12 11:12:32",,,,,,
"San Pablo",A430250,A430250,"Pedido generado",,0,,"2023-10-12 11:14:37",,,,,,
"La Noria",BB143250,,Entregado,,1,,"2023-10-12 11:16:45",,,,,,
"San Pablo",430253,,"En ruta",,1,,"2023-10-12 11:20:23",,,,,,
"San Pablo",A430255,,Entregado,,1,,"2023-10-12 11:23:52",,,,,,
"San Pablo",430256,A430256,"En ruta",,1,,"2023-10-12 11:24:57",,,,,,
"San Pablo",430251,,Entregado,,1,2371,"2023-10-12 11:27:30",,,,,,
"La Noria",BB143251,,Entregado,,1,,"2023-10-12 11:27:59",,,,,,
"La Noria",143245,,"En ruta",,1,,"2023-10-12 11:31:32",,,,,,
"San Pablo",129824,A430518,Entregado,,1,,"2023-10-12 11:37:57",,,,,,
"San Pablo",129822,A430519,Entregado,,1,,"2023-10-12 11:38:11",,,,,,
"San Pablo",A430258,A430258,Entregado,,1,,"2023-10-12 11:41:32",,,,,,
"San Pablo",A430257,A430257,Entregado,,1,2372,"2023-10-12 11:42:06",,,,,,
"San Pablo",A430260,,"Pedido generado",5781,0,,"2023-10-12 11:42:22","2023-10-12 11:50:31",N17909,,,,
"San Pablo",430259,,Entregado,,1,,"2023-10-12 11:42:59",,,,,,
"La Noria",62591,,"Recibido por embarques",,0,,"2023-10-12 11:43:09",,,,,,
"San Pablo",430250,,Entregado,,1,,"2023-10-12 11:43:52",,,,,,
"San Pablo",430261,,"En ruta",,1,,"2023-10-12 11:46:23",,,,,,
"San Pablo",430263,A430263,"En ruta",,1,,"2023-10-12 11:49:56",,,,,,
"San Pablo",430252,,"En ruta",,3,,"2023-10-12 11:50:49",,,,,,
"La Noria",BB62593,BB143335,Entregado,,1,,"2023-10-12 11:53:49",,,,,,
"San Pablo",430264,,"En ruta",,1,,"2023-10-12 11:54:16",,,,,,
"San Pablo",430265,,"En ruta",,1,,"2023-10-12 11:54:31",,,,,,
"San Pablo",430266,,Entregado,,2,,"2023-10-12 11:59:30",,,,,,
"San Pablo",A430267,,Entregado,,1,,"2023-10-13 02:18:12",,,,,,
"San Pablo",A430268,,Entregado,,1,,"2023-10-13 02:26:52",,,,,,
"La Noria",BB143253,,Entregado,,1,1402,"2023-10-13 02:42:45",,,,,,
"La Noria",BB143252,,Entregado,,1,1401,"2023-10-13 02:43:05",,,,,,
"La Noria",N62530,,Fabricado,,0,1403,"2023-10-13 02:43:29",,,,,,
"La Noria",N62533,,"Pedido generado",,0,,"2023-10-13 02:43:47",,,,,,
"San Pablo",430213,,Entregado,,0,,"2023-10-13 02:52:18",,,,,,
"La Noria",BB143255,BB143255,Cancelado,,0,,"2023-10-13 03:02:17",,,,,,
"La Noria",BB143256,BB143256,Entregado,,1,,"2023-10-13 03:07:40",,,,,,
"La Noria",BB143255,BB143255,"En ruta",,1,,"2023-10-13 03:08:00",,,,,,
"La Noria",BB143257,,"Pedido generado",,0,,"2023-10-13 03:13:37",,,,,,
"La Noria",BB143258,BB143258,"En ruta",,1,,"2023-10-13 03:14:45",,,,,,
"San Pablo",A430270,A430270,"Pedido generado",,0,,"2023-10-13 03:15:37",,,,,,
"San Pablo",A430276,,Entregado,,1,,"2023-10-13 03:18:01",,,,,,
"La Noria",BB143259,,"En ruta",,1,,"2023-10-13 03:22:15",,,,,,
"San Pablo",A430277,,"En ruta",,1,,"2023-10-13 03:22:59",,,,,,
"San Pablo",430262,,Entregado,,1,,"2023-10-13 03:29:45",,,,,,
"San Pablo",430254,,Entregado,,1,,"2023-10-13 03:30:07",,,,,,
"La Noria",BB143260,BB143260,"En ruta",,1,,"2023-10-13 03:31:44",,,,,,
"San Pablo",430278,A430278,Entregado,,1,,"2023-10-13 03:34:01",,,,,,
"La Noria",BB143261,,"En ruta",,1,,"2023-10-13 03:34:40",,,,,,
"La Noria",N62531,,Fabricado,,0,62531,"2023-10-13 03:37:26",,,,,,
"San Pablo",430281,A430281,Entregado,5789,1,,"2023-10-13 03:42:14","2023-10-14 03:59:00",N17917,,,,
"San Pablo",A430282,,"Pedido generado",,0,,"2023-10-13 03:44:08",,,,,,
"San Pablo",430283,,Entregado,,1,,"2023-10-13 03:48:05",,,,,,
"San Pablo",430285,A430285,Entregado,,1,2376,"2023-10-13 03:48:32",,,,,,
"San Pablo",430286,A430286,Entregado,,1,,"2023-10-13 03:50:15",,,,,,
"San Pablo",430287,A430287,"En ruta",,1,,"2023-10-13 03:54:18",,,,,,
"San Pablo",429960,,Entregado,,1,,"2023-10-13 03:54:18",,,,,,
"San Pablo",A430288,,Entregado,,1,,"2023-10-13 03:54:45",,,,,,
"San Pablo",430289,A430289,"En ruta",,1,,"2023-10-13 03:57:02",,,,,,
"San Pablo",A430290,,Entregado,,1,,"2023-10-13 04:01:52",,,,,,
"San Pablo",A430291,,Entregado,,1,,"2023-10-13 04:04:05",,,,,,
"San Pablo",430292,,"Pedido generado",,0,,"2023-10-13 04:07:40",,,,,,
"La Noria",BB143262,,"En ruta",,1,,"2023-10-13 04:08:37",,,,,,
"San Pablo",A430294,,"En ruta",,1,,"2023-10-13 04:12:13",,,,,,
"San Pablo",A430295,,"En ruta",,1,,"2023-10-13 04:14:06",,,,,,
"La Noria",BB143263,BB143263,Entregado,,1,,"2023-10-13 04:14:52",,,,,,
"La Noria",BB143264,,"En ruta",,2,,"2023-10-13 04:14:53",,,,,,
"San Pablo",A430296,,"En ruta",,1,,"2023-10-13 04:15:28",,,,,,
"San Pablo",A430293,,"En ruta",,1,,"2023-10-13 04:16:04",,,,,,
"San Pablo",A430299,,Entregado,,1,,"2023-10-13 04:32:36",,,,,,
"La Noria",BB143265,,"En ruta",,1,,"2023-10-13 04:35:53",,,,,,
"La Noria",BB143266,,"En ruta",,2,,"2023-10-13 04:36:19",,,,,,
"San Pablo",A430300,,"En ruta",,1,,"2023-10-13 04:38:35",,,,,,
"San Pablo",A430301,,Entregado,,1,,"2023-10-13 04:38:47",,,,,,
"San Pablo",A430302,,"En ruta",,1,,"2023-10-13 04:38:56",,,,,,
"San Pablo",129828,430420,"Recibido por embarques",5795,0,,"2023-10-13 04:41:54","2023-10-14 04:03:04",N17912,N17912,,,
"La Noria",BB143267,BB143267,"En ruta",,2,,"2023-10-13 04:42:34",,,,,,
"San Pablo",A430298,,"Pedido generado",,0,,"2023-10-13 04:43:20",,,,,,
"San Pablo",430304,,Entregado,,1,,"2023-10-13 04:45:15",,,,,,
"San Pablo",430306,A430306,"En ruta",,1,,"2023-10-13 04:48:53",,,,,,
"La Noria",BB143268,BB143268,Entregado,,1,,"2023-10-13 04:49:54",,,,,,
"La Noria",BB143269,,"En ruta",,1,,"2023-10-13 04:53:23",,,,,,
"La Noria",BB143270,,"En ruta",,1,,"2023-10-13 04:59:40",,,,,,
"San Pablo",430308,,Devolución,,1,,"2023-10-13 05:02:28",,,,,,
"La Noria",BB143271,,Entregado,,1,,"2023-10-13 05:03:33",,,,,,
"San Pablo",A430310,,"En ruta",,1,,"2023-10-13 05:08:52",,,,,,
"San Pablo",430311,,Entregado,,1,2377,"2023-10-13 05:12:28",,,,,,
"La Noria",BB143272,BB143272,"En ruta",,1,,"2023-10-13 05:13:58",,,,,,
"La Noria",BB143273,BB143273,"En ruta",,1,,"2023-10-13 05:14:18",,,,,,
"La Noria",BB143275,BB143275,"En ruta",,1,,"2023-10-13 05:17:43",,,,,,
"La Noria",BB143274,BB143274,"En ruta",,1,,"2023-10-13 05:18:02",,,,,,
"San Pablo",18037,,"En ruta",,1,,"2023-10-13 05:19:15",,,,,,
"San Pablo",430312,,"En ruta",,1,,"2023-10-13 05:19:34",,,,,,
"La Noria",BB143276,BB143276,"En ruta",,1,,"2023-10-13 05:24:53",,,,,,
"San Pablo",A430314,,Fabricado,,0,2379,"2023-10-13 05:27:03",,,,,,
"San Pablo",A430315,,Entregado,,1,,"2023-10-13 05:27:10",,,,,,
"San Pablo",A430317,,"En ruta",,1,,"2023-10-13 05:32:33",,,,,,
"San Pablo",A430309,A430309,"Recibido por embarques",,0,,"2023-10-13 05:34:03",,,,,,
"La Noria",62612,,Fabricado,,0,1406,"2023-10-13 05:38:20",,,,,,
"La Noria",BB143277,,Entregado,,1,,"2023-10-13 05:42:49",,,,,,
"La Noria",BB143278,BB143278,"En ruta",,1,,"2023-10-13 05:42:53",,,,,,
"San Pablo",A430319,,"Pedido generado",,0,,"2023-10-13 05:44:30",,,,,,
"La Noria",BB143279,,Entregado,,1,,"2023-10-13 05:44:44",,,,,,
"La Noria",BB143280,BB143280,"En ruta",,1,,"2023-10-13 05:44:56",,,,,,
"San Pablo",430320,,"En ruta",,1,,"2023-10-13 05:46:38",,,,,,
"La Noria",BB143281,,Entregado,,1,,"2023-10-13 05:47:53",,,,,,
"La Noria",BB143282,BB143282,"Pedido generado",N003313,0,,"2023-10-13 05:49:00","2023-10-13 06:06:55",18038,,,,
"La Noria",BB143283,,Entregado,,1,,"2023-10-13 05:50:35",,,,,,
"San Pablo",A430321,,"En ruta",,1,,"2023-10-13 05:51:04",,,,,,
"San Pablo",129899,A431058,"En ruta",,1,2378,"2023-10-13 05:52:11",,,,,,
"San Pablo",A430322,,"Pedido generado",5785,0,,"2023-10-13 05:55:05","2023-10-13 06:36:56",,,,,
"La Noria",BB143254,,Cancelado,,0,2375,"2023-10-13 05:57:58",,,,,,
"La Noria",BB143284,,"En ruta",,2,,"2023-10-13 06:01:46",,,,,,
"La Noria",BB143285,BB143285,"En ruta",,1,,"2023-10-13 06:02:28",,,,,,
"San Pablo",A430323,,"Pedido generado",,0,,"2023-10-13 06:05:22",,,,,,
"La Noria",BB143286,,"En ruta",,1,,"2023-10-13 06:12:59",,,,,,
"La Noria",BB143287,,Entregado,,2,1433,"2023-10-13 06:13:24",,,,,,
"San Pablo",A430326,,"En ruta",,1,,"2023-10-13 06:13:53",,,,,,
"La Noria",BB143288,BB143288,"En ruta",,1,,"2023-10-13 06:14:39",,,,,,
"San Pablo",430324,,Entregado,,1,2380,"2023-10-13 06:15:31",,,,,,
"San Pablo",129864,,Cancelado,,0,,"2023-10-13 06:16:15",,,,,,
"San Pablo",A430325,,Entregado,,1,2381,"2023-10-13 06:17:25",,,,,,
"San Pablo",A430327,,Entregado,,1,,"2023-10-13 06:18:15",,,,,,
"San Pablo",430328,A430328,"En ruta",,1,,"2023-10-13 06:19:03",,,,,,
"La Noria",BB143290,,"En ruta",,1,,"2023-10-13 06:20:35",,,,,,
"San Pablo",A430330,,Entregado,,1,,"2023-10-13 06:21:50",,,,,,
"San Pablo",A430331,,"En ruta",,1,,"2023-10-13 06:25:06",,,,,,
"San Pablo",A430319,,"En ruta",,1,,"2023-10-13 06:25:07",,,,,,
"San Pablo",430329,,"En ruta",,1,,"2023-10-13 06:31:31",,,,,,
"San Pablo",A430332,,"Pedido generado",,0,,"2023-10-13 06:33:32",,,,,,
"San Pablo",A0430333,,"En ruta",,1,,"2023-10-13 06:39:23",,,,,,
"San Pablo",A430334,,"En ruta",,1,,"2023-10-13 06:40:55",,,,,,
"La Noria",BB143291,,Entregado,,1,,"2023-10-13 06:43:18",,,,,,
"La Noria",62659,,Fabricado,,0,1407,"2023-10-13 06:44:37",,,,,,
"La Noria",62645,,Fabricado,,0,1408,"2023-10-13 06:46:03",,,,,,
"San Pablo",A430335,,"Pedido generado",,0,,"2023-10-13 06:47:02",,,,,,
"La Noria",BB143292,,Entregado,N003315,0,,"2023-10-13 06:47:12","2023-10-13 06:59:59",18040,N3688,,,
"La Noria",BB143293,,"En ruta",,1,,"2023-10-13 06:53:45",,,,,,
"San Pablo",430338,,"En ruta",,1,2384,"2023-10-13 06:57:47",,,,,,
"San Pablo",430313,,Entregado,,2,,"2023-10-13 06:59:41",,,,,,
"San Pablo",A430340,,"Recibido por embarques",,0,,"2023-10-13 07:03:33",,,,,,
"San Pablo",430339,,Entregado,5812,0,1414,"2023-10-13 07:04:40","2023-10-18 04:24:57",N17934,,,,
"San Pablo",A430341,,"En ruta",,1,,"2023-10-13 07:06:21",,,,,,
"San Pablo",A430337,,"En ruta",,1,,"2023-10-13 07:11:57",,,,,,
"San Pablo",430344,,"Pedido generado",,0,,"2023-10-13 07:17:20",,,,,,
"San Pablo",430343,,"Pedido generado",,0,,"2023-10-13 07:18:45",,,,,,
"San Pablo",A430345,,"En ruta",,1,,"2023-10-13 07:20:14",,,,,,
"San Pablo",A430347,,"En ruta",,1,,"2023-10-13 07:21:23",,,,,,
"San Pablo",430348,,"Pedido generado",,0,,"2023-10-13 07:23:50",,,,,,
"San Pablo",A0430350,,"En ruta",,1,,"2023-10-13 07:26:49",,,,,,
"La Noria",BB143294,BB143294,Entregado,,1,,"2023-10-13 07:27:46",,,,,,
"San Pablo",A0430349,A430349,"En ruta",,1,,"2023-10-13 07:28:46",,,,,,
"La Noria",BB143295,,"En ruta",,1,,"2023-10-13 07:29:23",,,,,,
"San Pablo",129876,430423,"Recibido por embarques",5796,0,,"2023-10-13 07:30:37","2023-10-14 04:08:14",N17911,,,,
"San Pablo",A430346,A430346,"Pedido generado",,0,,"2023-10-13 07:33:38",,,,,,
"San Pablo",A430351,A430351,"Pedido generado",,0,,"2023-10-13 07:33:54",,,,,,
"San Pablo",430352,De,"En ruta",,1,,"2023-10-13 07:34:54",,,,,,
"San Pablo",A430353,,"En ruta",,1,,"2023-10-13 07:37:38",,,,,,
"San Pablo",A430354,,"En ruta",,1,,"2023-10-13 07:40:32",,,,,,
"San Pablo",A430355,,"En ruta",,1,,"2023-10-13 07:46:03",,,,,,
"La Noria",BB143296,,"Pedido generado",,0,,"2023-10-13 07:47:13",,,,,,
"La Noria",BB142997,,"Pedido generado",,0,,"2023-10-13 07:47:32",,,,,,
"San Pablo",A430356,,"Pedido generado",,0,,"2023-10-13 07:49:00",,,,,,
"San Pablo",430357,,"Pedido generado",,0,,"2023-10-13 07:52:01",,,,,,
"San Pablo",129608,18039,"En ruta",,1,,"2023-10-13 08:03:14",,,,,,
"La Noria",BB143298,,"En ruta",,2,,"2023-10-13 08:03:55",,,,,,
"San Pablo",430358,,"En ruta",,1,,"2023-10-13 08:05:04",,,,,,
"San Pablo",A430359,,"En ruta",,1,,"2023-10-13 08:15:44",,,,,,
"San Pablo",A430360,,"En ruta",,1,,"2023-10-13 08:15:53",,,,,,
"San Pablo",A430361,,"En ruta",,1,,"2023-10-13 08:16:06",,,,,,
"San Pablo",A430362,,"En ruta",,1,,"2023-10-13 08:16:20",,,,,,
"La Noria",BB143229,,"Pedido generado",,0,,"2023-10-13 08:19:08",,,,,,
"La Noria",BB143300,,"En ruta",,2,,"2023-10-13 08:28:17",,,,,,
"San Pablo",A430363,,"Pedido generado",5787,0,,"2023-10-13 08:30:24","2023-10-13 08:52:19",N17910,,,,
"La Noria",BB143297,,"En ruta",,2,,"2023-10-13 08:35:30",,,,,,
"San Pablo",430364,A430364,Entregado,,1,,"2023-10-13 08:35:39",,,,,,
"San Pablo",A430366,,"En ruta",,1,,"2023-10-13 08:44:35",,,,,,
"San Pablo",430365,A430365,"En ruta",,2,,"2023-10-13 08:45:19",,,,,,
"San Pablo",A430367,,"En ruta",,1,,"2023-10-13 08:45:57",,,,,,
"San Pablo",129934,A430825,Entregado,,1,2383,"2023-10-13 08:51:05",,,,,,
"La Noria",BB143302,BB143302,"En ruta",,1,,"2023-10-13 08:55:10",,,,,,
"La Noria",BB143303,,"En ruta",,1,,"2023-10-13 09:00:40",,,,,,
"San Pablo",A430368,,"En ruta",,1,,"2023-10-13 09:05:01",,,,,,
"San Pablo",A430369,,"Pedido generado",,0,,"2023-10-13 09:06:32",,,,,,
"San Pablo",129945,A431311,Entregado,,1,,"2023-10-13 09:13:21",,,,,,
"San Pablo",129946,A431312,Entregado,,1,,"2023-10-13 09:15:40",,,,,,
"San Pablo",A430371,,Entregado,,2,2401,"2023-10-13 09:22:33",,,,,,
"San Pablo",A430372,A430372,Entregado,,1,,"2023-10-13 09:25:25",,,,,,
"San Pablo",A430373,,"En ruta",,0,,"2023-10-13 09:26:44",,,,,,
"San Pablo",A430375,,Entregado,,1,2385,"2023-10-13 09:27:47",,,,,,
"La Noria",BB143304,,Entregado,N003317,0,,"2023-10-13 09:27:56","2023-10-14 02:56:30",,,,,
"San Pablo",A430370,,Entregado,,1,,"2023-10-13 09:28:16",,,,,,
"La Noria",BB143305,,"Pedido generado",,0,,"2023-10-13 09:31:30",,,,,,
"San Pablo",A430374,A430374,Entregado,,1,,"2023-10-13 09:32:13",,,,,,
"San Pablo",A430376,A430376,"Recibido por embarques",,0,,"2023-10-13 09:32:28",,,,,,
"San Pablo",A430377,,"Pedido generado",,0,,"2023-10-13 09:33:15",,,,,,
"La Noria",BB143306,,"En ruta",,1,,"2023-10-13 09:34:50",,,,,,
"La Noria",BB143307,,"Pedido generado",,0,,"2023-10-13 09:44:12",,,,,,
"La Noria",BB143310,,"En ruta",,1,,"2023-10-13 10:00:35",,,,,,
"La Noria",BB143307,,"Recibido por embarques",,0,,"2023-10-13 10:00:56",,,,,,
"La Noria",BB143311,,Devolución,,1,,"2023-10-13 10:04:05",,,,,,
"La Noria",BB143312,,"En ruta",,1,,"2023-10-13 10:06:46",,,,,,
"San Pablo",430378,A430378,"En ruta",,1,,"2023-10-13 10:08:18",,,,,,
"San Pablo",A430380,,"En ruta",,1,,"2023-10-13 10:10:57",,,,,,
"San Pablo",A430381,,"En ruta",,1,,"2023-10-13 10:12:20",,,,,,
"San Pablo",A430383,,"En ruta",,1,,"2023-10-13 10:13:35",,,,,,
"San Pablo",430382,A430382,"En ruta",,1,,"2023-10-13 10:14:05",,,,,,
"La Noria",BB143314,,Entregado,,3,1411,"2023-10-13 10:15:42",,,,,,
"La Noria",BB143309,,"Pedido generado",,0,,"2023-10-13 10:18:20",,,,,,
"La Noria",BB143315,,Entregado,,1,,"2023-10-13 10:18:59",,,,,,
"La Noria",BB143313,BB143313,Entregado,,1,,"2023-10-13 10:21:10",,,,,,
"La Noria",BB143316,BB143316,Entregado,,2,,"2023-10-13 10:21:27",,,,,,
"San Pablo",A430384,,Entregado,,1,,"2023-10-13 10:23:23",,,,,,
"La Noria",BB143318,,"En ruta",N00316,1,,"2023-10-13 10:31:53","2023-10-13 10:51:56",,,,,
"San Pablo",430387,,Entregado,,1,2388,"2023-10-13 10:34:04",,,,,,
"San Pablo",A430388,A430388,Entregado,,1,,"2023-10-13 10:36:04",,,,,,
"La Noria",N62553,BB143464,Entregado,,2,,"2023-10-13 10:37:44",,,,,,
"San Pablo",A430389,,Entregado,,1,,"2023-10-13 10:41:29",,,,,,
"San Pablo",129914,A430538,Entregado,,1,,"2023-10-13 10:47:27",,,,,,
"La Noria",BB143319,,Entregado,N003319,3,,"2023-10-13 10:49:33","2023-10-14 03:33:38",18041,,,,
"La Noria",BB143317,,"En ruta",,1,,"2023-10-13 10:50:02",,,,,,
"San Pablo",129963,A430521,Entregado,,1,,"2023-10-13 10:52:32",,,,,,
"San Pablo",129951,A430523,Entregado,,1,,"2023-10-13 10:53:15",,,,,,
"San Pablo",A430390,,"Pedido generado",,0,,"2023-10-13 10:53:31",,,,,,
"La Noria",BB143320,,"En ruta",,1,,"2023-10-13 10:54:23",,,,,,
"San Pablo",430386,A430386,"En ruta",,1,,"2023-10-13 10:57:01",,,,,,
"San Pablo",A430391,A430391,"En ruta",,1,2386,"2023-10-13 11:02:48",,,,,,
"San Pablo",A430392,,"En ruta",,1,,"2023-10-13 11:04:21",,,,,,
"San Pablo",A430393,,Entregado,,1,,"2023-10-13 11:09:50",,,,,,
"La Noria",BB143321,BB143321,"En ruta",,1,,"2023-10-13 11:13:49",,,,,,
"San Pablo",129920,A431154,Entregado,,1,2389,"2023-10-13 11:25:40",,,,,,
"La Noria",BB143308,,"Recibido por embarques",,0,,"2023-10-13 11:26:31",,,,,,
"San Pablo",430394,,"Pedido generado",,0,,"2023-10-13 11:26:33",,,,,,
"San Pablo",A430395,,"Pedido generado",,0,,"2023-10-13 11:27:37",,N17908,,,,
"San Pablo",129979,A430414,Entregado,5794,1,,"2023-10-13 11:29:56","2023-10-14 04:02:21",N17918,,,,
"San Pablo",129978,A430504,Entregado,,1,,"2023-10-13 11:30:16",,,,,,
"San Pablo",430396,A430396,Entregado,,1,,"2023-10-13 11:36:05",,,,,,
"La Noria",62700,143614,Fabricado,,0,1412,"2023-10-13 11:41:04",,,,,,
"La Noria",62699,143613,Fabricado,,0,1413,"2023-10-13 11:41:20",,,,,,
"San Pablo",A430397,,Entregado,,1,,"2023-10-13 11:44:15",,,,,,
"San Pablo",430398,,"Pedido generado",,0,,"2023-10-13 11:45:49",,,,,,
"La Noria",BB143322,BB143322,"En ruta",,1,,"2023-10-13 11:46:07",,,,,,
"San Pablo",430400,,"En ruta",,1,,"2023-10-13 11:50:32",,,,,,
"San Pablo",A430402,,"En ruta",,1,,"2023-10-13 11:52:56",,,,,,
"San Pablo",430399,,Entregado,,1,,"2023-10-13 11:54:32",,,,,,
"San Pablo",A430401,,"En ruta",,1,,"2023-10-13 11:54:53",,,,,,
"San Pablo",A430403,,"En ruta",,1,,"2023-10-13 11:55:01",,,,,,
"San Pablo",A430404,,"En ruta",,1,,"2023-10-13 11:55:08",,,,,,
"La Noria",BB143323,,"En ruta",,1,,"2023-10-14 02:13:49",,,,,,
"La Noria",BB143325,,Entregado,,2,,"2023-10-14 02:22:31",,,,,,
"La Noria",BB143324,,"En ruta",,1,,"2023-10-14 02:22:32",,,,,,
"San Pablo",A430297,,Entregado,,1,,"2023-10-14 02:30:18",,,,,,
"San Pablo",A430406,,"Pedido generado",,0,,"2023-10-14 02:44:02",,,,,,
"San Pablo",A430407,,"En ruta",,1,,"2023-10-14 02:49:16",,,,,,
"San Pablo",XAXX,,"Pedido generado",,0,,"2023-10-14 02:55:57",,,,,,
"La Noria",BB143326,,"En ruta",,2,,"2023-10-14 02:58:00",,,,,,
"San Pablo",430409,,"En ruta",,1,,"2023-10-14 02:58:55",,,,,,
"San Pablo",430410,,"Pedido generado",,0,,"2023-10-14 03:00:39",,,,,,
"San Pablo",430411,,Fabricado,,0,2390,"2023-10-14 03:02:25",,,,,,
"San Pablo",430405,,Entregado,,1,,"2023-10-14 03:03:02",,,,,,
"La Noria",BB143327,,Entregado,,1,,"2023-10-14 03:07:23",,,,,,
"La Noria",BB143328,,"En ruta",,2,,"2023-10-14 03:11:45",,,,,,
"La Noria",BB143329,,Entregado,,1,,"2023-10-14 03:17:42",,,,,,
"San Pablo",A430415,,"En ruta",,1,,"2023-10-14 03:21:46",,,,,,
"La Noria",N62619,BB143444,Entregado,,1,,"2023-10-14 03:22:59",,"Tickets de báscula",,,,
"San Pablo",A430417,,"En ruta",,1,,"2023-10-14 03:24:02",,,,,,
"La Noria",BB143299,,Entregado,,1,,"2023-10-14 03:26:23",,,,,,
"La Noria",BB143330,,"En ruta",,2,,"2023-10-14 03:27:18",,,,,,
"La Noria",BB143331,,"En ruta",,1,,"2023-10-14 03:37:00",,,,,,
"La Noria",BB143332,BB143332,"En ruta",,1,,"2023-10-14 03:44:23",,,,,,
"La Noria",BB143333,BB143333,"En ruta",,1,,"2023-10-14 03:44:51",,,,,,
"La Noria",BB143334,BB143334,"En ruta",,1,,"2023-10-14 03:45:15",,,,,,
"La Noria",BB143337,BB143337,"En ruta",,2,,"2023-10-14 03:45:35",,,,,,
"San Pablo",430418,A430418,"En ruta",,1,,"2023-10-14 03:50:42",,,,,,
"San Pablo",A430421,,Entregado,,1,,"2023-10-14 03:52:47",,,,,,
"San Pablo",128473,,"Pedido generado",,0,,"2023-10-14 04:15:20",,,,,,
"La Noria",BB143338,,"En ruta",,1,,"2023-10-14 04:17:53",,,,,,
"La Noria",143340,,"En ruta",,1,,"2023-10-14 04:20:31",,,,,,
"San Pablo",143339,,"En ruta",,2,,"2023-10-14 04:21:20",,,,,,
"La Noria",BB143341,,"En ruta",,1,,"2023-10-14 04:30:18",,,,,,
"La Noria",BB143342,,"Recibido por embarques",,0,,"2023-10-14 04:31:52",,,,,,
"San Pablo",430425,,"Pedido generado",,0,,"2023-10-14 04:42:11",,,,,,
"San Pablo",130021,430533,Entregado,,1,2392,"2023-10-14 04:45:08",,,,,,
"San Pablo",430426,A430426,"Pedido generado",,0,,"2023-10-14 04:46:57",,,,,,
"San Pablo",430430,,Fabricado,,0,2391,"2023-10-14 04:55:04",,,,,,
"San Pablo",430428,,Entregado,,1,,"2023-10-14 04:55:25",,,,,,
"La Noria",BB143343,BB143343,Entregado,,1,,"2023-10-14 04:55:41",,,,,,
"La Noria",BB143344,BB143344,"En ruta",,1,,"2023-10-14 04:55:55",,,,,,
"La Noria",BB143345,BB143345,"En ruta",,2,,"2023-10-14 04:56:32",,,,,,
"La Noria",143336,,Entregado,,1,,"2023-10-14 04:57:11",,,,,,
"San Pablo",430431,A430431,"En ruta",,1,,"2023-10-14 05:00:34",,,,,,
"San Pablo",430433,,"En ruta",,1,,"2023-10-14 05:11:53",,,,,,
"San Pablo",430432,,"Pedido generado",,0,,"2023-10-14 05:12:10",,,,,,
"La Noria",BB143346,,"En ruta",,1,,"2023-10-14 05:14:34",,,,,,
"San Pablo",A430434,,"En ruta",,1,,"2023-10-14 05:15:05",,,,,,
"La Noria",BB143347,,"En ruta",,1,,"2023-10-14 05:17:21",,,,,,
"San Pablo",A430436,,"Pedido generado",,0,,"2023-10-14 05:20:27",,,,,,
"San Pablo",430437,,"En ruta",,1,,"2023-10-14 05:21:56",,,,,,
"San Pablo",XAXX,,"Pedido generado",,0,,"2023-10-14 05:22:56",,,,,,
"San Pablo",A430439,,"En ruta",,1,,"2023-10-14 05:27:53",,,,,,
"San Pablo",A430440,,"Pedido generado",,0,,"2023-10-14 05:28:45",,,,,,
"La Noria",BB143348,BB143348,Devolución,,1,,"2023-10-14 05:35:28",,,,,,
"San Pablo",A430444,,Entregado,,1,,"2023-10-14 05:37:18",,,,,,
"La Noria",BB143349,BB143349,Entregado,,1,,"2023-10-14 05:42:21",,,,,,
